primary,usersrated,bayesaverage,average,id,thumbnail
Seidenstraße,81,5.56271,6.58025,56943,https://cf.geekdo-images.com/thumb/img/DNVOrhl5bVYVhpvlUWjIdH0sE9I=/fit-in/200x150/pic577422.jpg
Pass the Bomb Junior,81,5.52894,5.99568,15383,https://cf.geekdo-images.com/thumb/img/kN8DlAJ-IID3rW8LZlCm84FLIhY=/fit-in/200x150/pic66477.jpg
Letter Head,81,5.52895,5.9823699999999995,783,https://cf.geekdo-images.com/thumb/img/Z2aFUXfUoPLdBv3KPIE0bUul6Wc=/fit-in/200x150/pic2903605.jpg
Space Invaders Dice!,81,5.50654,5.665430000000001,221263,https://cf.geekdo-images.com/thumb/img/yb6eaE5NrDkHIh7cxXFiieuh4wE=/fit-in/200x150/pic3443958.jpg
Kings Under Mountains,81,5.50585,5.68518,148940,https://cf.geekdo-images.com/thumb/img/N8o2Bu5YVduBV2vPoGH8m76qx-g=/fit-in/200x150/pic1795718.jpg
Tajemnicze podziemia,82,5.5631,6.62805,203885,https://cf.geekdo-images.com/thumb/img/3ri8C2X6sqKP1jX8spY3ckyGnpk=/fit-in/200x150/pic3242315.png
Domination,81,5.4694400000000005,4.98519,16620,https://cf.geekdo-images.com/thumb/img/Pw3r8nSnWY4_sa0m4QgPTiTH9sc=/fit-in/200x150/pic494058.jpg
Desert Storm: The Mother of All Battles,81,5.513719999999999,5.82222,6040,https://cf.geekdo-images.com/thumb/img/lvGFg8IIe3a3doUt7thOhlJQUxc=/fit-in/200x150/pic27310.jpg
Bushwhackin' Varmints out of Sergio's Butte,81,5.52939,5.94691,30261,https://cf.geekdo-images.com/thumb/img/Xawa80q1_unDIoj6xyNuu0vkj-A=/fit-in/200x150/pic288423.jpg
Family Flutter-By,82,5.523540000000001,5.92341,191906,https://cf.geekdo-images.com/thumb/img/QCTjZE4leBPtRSN7sEzZ1OwONhE=/fit-in/200x150/pic3057092.jpg
On The Cards,81,5.56531,6.566669999999999,105864,https://cf.geekdo-images.com/thumb/img/fg1pKKFPwJFvBy8vOyvez3qvvfo=/fit-in/200x150/pic1082985.jpg
Black Stories: Mittelalter Edition,81,5.52508,5.89691,127646,https://cf.geekdo-images.com/thumb/img/F3ZwLtdvU7q4Bs4hYhKfIbyKPy0=/fit-in/200x150/pic1366027.jpg
Celtic Quest,81,5.536969999999999,6.11728,19416,https://cf.geekdo-images.com/thumb/img/B_BaJcXSFoYoXT-jGKLuxgITLs8=/fit-in/200x150/pic90240.jpg
Kulikovo 1380: The Golden Horde,81,5.5724,6.75679,23615,https://cf.geekdo-images.com/thumb/img/lULiZrmXtR4Q0Ubf6bJ0TSYcuBU=/fit-in/200x150/pic162891.jpg
Pikemen,81,5.5874,6.97049,20269,https://cf.geekdo-images.com/thumb/img/h2N8dWbhKlPJ1tINgweLhDEITaI=/fit-in/200x150/pic945259.jpg
Forceball,81,5.53477,6.1679,26604,https://cf.geekdo-images.com/thumb/img/U-bQpZjYNgPevpYI8GJkL_LbdNI=/fit-in/200x150/pic162508.jpg
Tabula,81,5.50671,5.58148,3457,https://cf.geekdo-images.com/thumb/img/lD7m3tQG_wzRC4AzLnflv2qAGGw=/fit-in/200x150/pic77888.jpg
Pigment,81,5.5417,6.282719999999999,224060,https://cf.geekdo-images.com/thumb/img/JgiAIp_9P3nRz9gcgCc7DZCg-Uc=/fit-in/200x150/pic3775222.jpg
Scrabble DASH,81,5.44338,4.68494,101335,https://cf.geekdo-images.com/thumb/img/KSBSgqrNaR3vbzizsruNNzxfMFo=/fit-in/200x150/pic952875.jpg
The Ninth World: A Skillbuilding Game for Numenera,81,5.55857,6.45,189154,https://cf.geekdo-images.com/thumb/img/-whEm3FLwXsqgNOLMmJh0GsU76I=/fit-in/200x150/pic4221634.png
Village of Legends,81,5.56944,7.19963,225736,https://cf.geekdo-images.com/thumb/img/a11WiW4Tm2e9w2oXMFhR-qu4FMA=/fit-in/200x150/pic3812418.jpg
Safe Breaker,81,5.5329,6.0765400000000005,165889,https://cf.geekdo-images.com/thumb/img/JIgh-9JYrKcicBdj4mOuR1jP3z8=/fit-in/200x150/pic2662378.jpg
Monopoly: World Cup France '98 Edition,81,5.472980000000001,4.99506,6363,https://cf.geekdo-images.com/thumb/img/Dv2uoKYwuI3qoTdPaBKOawX6flk=/fit-in/200x150/pic28390.jpg
UNO: Cars,81,5.518730000000001,5.78951,25204,https://cf.geekdo-images.com/thumb/img/xQPLwm9l1FnhFXPowjJ3ynjfsao=/fit-in/200x150/pic336877.jpg
Sopio,81,5.48341,5.47346,95115,https://cf.geekdo-images.com/thumb/img/juhXfyVAO8xR70Rs5_pD7wKqn0I=/fit-in/200x150/pic1140546.jpg
Jazz: The Singing Card Game,81,5.5342400000000005,6.15864,141089,https://cf.geekdo-images.com/thumb/img/JOFZTyjMXvMosqFy_7qVTADU-xk=/fit-in/200x150/pic1681548.jpg
Le Docte Rat,81,5.51112,5.75,11899,https://cf.geekdo-images.com/thumb/img/Cijl5ZAwJ-cy7JGoL-98L9QoXPY=/fit-in/200x150/pic47983.jpg
Pickpocket,81,5.524769999999999,5.91728,36790,https://cf.geekdo-images.com/thumb/img/OnGC1TCRL22JpmVcRRpLjb8gK1Y=/fit-in/200x150/pic422199.jpg
Chickapig,81,5.54969,6.6579,202490,https://cf.geekdo-images.com/thumb/img/_3YxBra9OYfmk4WjrsbFh87YNdw=/fit-in/200x150/pic4036999.jpg
The Real Ghostbusters Game,81,5.481240000000001,5.289630000000001,4893,https://cf.geekdo-images.com/thumb/img/9UkQfZNfw6fgoS9qu0hmoAt9nsA=/fit-in/200x150/pic86115.jpg
Alpha Blitz,81,5.46957,5.04321,1443,https://cf.geekdo-images.com/thumb/img/kpHPAdz8Rb5eRo_LHi7wrldTEdA=/fit-in/200x150/pic48747.jpg
Teams of Enemies,81,5.49271,5.45247,6840,https://cf.geekdo-images.com/thumb/img/2EmUZ_z1FdBh3WegC6gnxJhgyN0=/fit-in/200x150/pic394985.jpg
Naruto Shippuden: The Board Game,81,5.544969999999999,6.5,195253,https://cf.geekdo-images.com/thumb/img/R_y0WTRMCUxj-KkY7IL3jfb2-Us=/fit-in/200x150/pic2928408.jpg
Graverobbers,81,5.50822,5.67716,21343,https://cf.geekdo-images.com/thumb/img/a058bYcvEysJUo_t6osIuwDzv-M=/fit-in/200x150/pic144627.jpg
Die Kette von Saba,81,5.49376,5.40741,934,https://cf.geekdo-images.com/thumb/img/M-Q-4Wz0koWynhisvx9Fw5Cn6jk=/fit-in/200x150/pic1283719.jpg
CrossCribb,81,5.54818,6.38765,5146,https://cf.geekdo-images.com/thumb/img/dDyS6P1UdEdUVbuXxxp2G1_xTmQ=/fit-in/200x150/pic88212.jpg
The Tigers Are Burning,81,5.54861,6.44198,5993,https://cf.geekdo-images.com/thumb/img/-eg6O7blzjkiWd_9BeUBVM5wp50=/fit-in/200x150/pic477939.jpg
Card Rogue,81,5.4858199999999995,5.5737,207311,https://cf.geekdo-images.com/thumb/img/a9vlLGJ4dW-T2Ff7RLpS1Nyrr2g=/fit-in/200x150/pic3149346.png
Deck of Thieves,81,5.52615,5.94568,137179,https://cf.geekdo-images.com/thumb/img/-LWh3RIYa6wzep3fNt36laZtrQI=/fit-in/200x150/pic1547262.jpg
Flunkern,81,5.52004,5.82963,15196,https://cf.geekdo-images.com/thumb/img/BBlauIWcZwv0vh4qnqeRzrjoeUY=/fit-in/200x150/pic207248.jpg
Kula Kula,81,5.46767,4.9753099999999995,1703,https://cf.geekdo-images.com/thumb/img/hlrJ1peypGC15uO3q0BKciFX49M=/fit-in/200x150/pic636969.jpg
4 First Games,81,5.4595400000000005,4.93951,2094,https://cf.geekdo-images.com/thumb/img/NSz3pHuOs2iwboYcKmnqrEJaQio=/fit-in/200x150/pic2601726.jpg
Chinese Farm,81,5.53089,6.16667,8747,https://cf.geekdo-images.com/thumb/img/oLEqWvzRNufnvD6WGcj6TaIcccM=/fit-in/200x150/pic65540.jpg
Pirates 2 ed.: Governor's Daughter,81,5.52825,6.14383,84230,https://cf.geekdo-images.com/thumb/img/tgyMrZAtilvA2e1BQQD-D_Eoix8=/fit-in/200x150/pic1141812.jpg
Cat in The Hat:  I Can do that!,81,5.4673,5.0763,32849,https://cf.geekdo-images.com/thumb/img/JQmfm142yIEoIKJqhexDk4jRTR0=/fit-in/200x150/pic423169.jpg
Bounty,81,5.48261,5.2495400000000005,1641,https://cf.geekdo-images.com/thumb/img/QinVbduhj2xjy_wE8_pJ9JaNs-E=/fit-in/200x150/pic25606.jpg
Pocket Dungeon,81,5.54275,7.177160000000001,42361,https://cf.geekdo-images.com/thumb/img/jTRJhORocA5uEpI8tTNyw1lhVMo=/fit-in/200x150/pic479763.jpg
Jump!,81,5.4801400000000005,5.20988,1534,https://cf.geekdo-images.com/thumb/img/tlNtbPa-_ZCvRqKY1IGocCHbwFM=/fit-in/200x150/pic7498.jpg
"Iwo Jima: Valor of Arms, 19 Feb. – 25 March 1945",81,5.56418,6.6814800000000005,4254,https://cf.geekdo-images.com/thumb/img/qqhuOHNE0l4CI_GizGnymUp6-Y0=/fit-in/200x150/pic43349.jpg
Combined Arms,81,5.43699,4.5037,4240,https://cf.geekdo-images.com/thumb/img/uT8_XDsNY29iPbkXkY_e9MTYh9U=/fit-in/200x150/pic62643.jpg
Matterhorn,81,5.55959,6.54321,231644,https://cf.geekdo-images.com/thumb/img/z4CvD7Q85vb7OBXh31aKaYpDNEA=/fit-in/200x150/pic3735886.jpg
Tabloid Teasers,81,5.51593,5.89198,781,https://cf.geekdo-images.com/thumb/img/K1FtG3lav6KqoPPYAY2FI3atajU=/fit-in/200x150/pic44824.jpg
Mafia: Vendetta,81,5.54179,6.217280000000001,166019,https://cf.geekdo-images.com/thumb/img/xDTKlZBcguOULUTM6D_vIbJlsUg=/fit-in/200x150/pic2247553.png
Central Market,81,5.52453,5.98716,130734,https://cf.geekdo-images.com/thumb/img/xSa5tui1bvNaqdaNWdSz6LMzGPw=/fit-in/200x150/pic1424162.jpg
Angry Birds: On Thin Ice,81,5.4487,4.704940000000001,113200,https://cf.geekdo-images.com/thumb/img/oH20Q8C7vGNqWJdoI4ZsMLurXAk=/fit-in/200x150/pic1165391.jpg
Hot Dog,81,5.5081,5.64074,2563,https://cf.geekdo-images.com/thumb/img/qAMRhxmWbO_7NtUNHmXS7vn-BBw=/fit-in/200x150/pic196404.jpg
Lawrence of Arabia,81,5.53597,6.1222199999999996,2751,https://cf.geekdo-images.com/thumb/img/CddPghG67QzqIZXvG74hzZeu-dw=/fit-in/200x150/pic313424.jpg
Interstellar Mayhem,81,5.54108,6.49938,85004,https://cf.geekdo-images.com/thumb/img/T4g9PQp-m7qaAtWRKDu8NEEptoE=/fit-in/200x150/pic835034.jpg
The Fast Carriers,81,5.51514,5.850619999999999,4623,https://cf.geekdo-images.com/thumb/img/KTg36f8qtEU8XikdAZEJ2MxGwwM=/fit-in/200x150/pic263573.jpg
Zoff im Hühnerhof,81,5.56122,6.50185,25760,https://cf.geekdo-images.com/thumb/img/QTifgSBjv17b04bH4DvJVkAGzmo=/fit-in/200x150/pic598501.jpg
Flying Hats,81,5.44862,4.6635800000000005,16232,https://cf.geekdo-images.com/thumb/img/j4UYAR0LuJCKAHaYm0szcrnrb_Y=/fit-in/200x150/pic713214.jpg
Alchemidus,80,5.55912,6.44944,184462,https://cf.geekdo-images.com/thumb/img/swuY16eTXRwKlwb4jjwJXQLS7zo=/fit-in/200x150/pic3162702.png
PLAGUE: The Card Game,80,5.54626,6.3025,123635,https://cf.geekdo-images.com/thumb/img/-29QSc-MFp8OvDtvC_hTSzOSHJs=/fit-in/200x150/pic1430290.jpg
Escape from New York,80,5.49256,5.4875,731,https://cf.geekdo-images.com/thumb/img/nv-i6Jio4h1llKtLSG-r_DTSt3Y=/fit-in/200x150/pic132212.jpg
Boochie,80,5.5698,6.66375,38680,https://cf.geekdo-images.com/thumb/img/gSaezIAsv841DtDQ3KuOLFJQf_s=/fit-in/200x150/pic701421.jpg
Trenchfoot,80,5.50978,5.85625,8471,https://cf.geekdo-images.com/thumb/img/x9Q4k1_Ppu1Ka-y6WwZxWRs1yUw=/fit-in/200x150/pic35189.jpg
DiceWar: Light of Dragons,80,5.55599,7.11008,184170,https://cf.geekdo-images.com/thumb/img/tjT_E45Gi5w7I3DDAyeh6y602PQ=/fit-in/200x150/pic4284067.png
Linwood,80,5.4928300000000005,5.40375,42380,https://cf.geekdo-images.com/thumb/img/HhoeGxyS4NoTSjKiAY_Gpu_A5OI=/fit-in/200x150/pic474421.jpg
Dschingis Khan: Bewegung an der Großen Mauer,80,5.47486,5.19125,26089,https://cf.geekdo-images.com/thumb/img/ZhHgCjDRUke44rqrXQ2xGygwQxM=/fit-in/200x150/pic1843125.jpg
Zipang Portable,80,5.5814,7.30025,194307,https://cf.geekdo-images.com/thumb/img/DevjQFKrWukgCqjfSG4Z6wtNDNE=/fit-in/200x150/pic3108877.jpg
Counting Zzzzs,80,5.5107800000000005,5.694,7851,https://cf.geekdo-images.com/thumb/img/nJutN8hoTGlRJxLn1QSGvsGJggg=/fit-in/200x150/pic32196.jpg
Case Green,80,5.51891,5.91563,11482,https://cf.geekdo-images.com/thumb/img/SjY5ZzpJ8nP5_KBlKbNQ8MfZ12o=/fit-in/200x150/pic860538.jpg
Marita-Merkur,80,5.5563199999999995,6.6675,7636,https://cf.geekdo-images.com/thumb/img/SXfDsUd-nM3s60NE2IaaaJ9MqHY=/fit-in/200x150/pic188889.jpg
Nessos,81,5.55468,6.41601,256838,https://cf.geekdo-images.com/thumb/img/UUgMLAt0Om8wxx3yUaoocZIuNmo=/fit-in/200x150/pic4231658.jpg
"Pirates, Ninjas, Robots, & Zombies",80,5.53672,6.142,163565,https://cf.geekdo-images.com/thumb/img/XDIn4qbuIF1k72frZka0VPmv7DU=/fit-in/200x150/pic2482378.png
Jailbreak,80,5.53225,6.04629,17735,https://cf.geekdo-images.com/thumb/img/JhBn6gSMtp8TAtVvQzkZoUjvy5o=/fit-in/200x150/pic509322.jpg
Mini WWII,80,5.59432,7.37512,222951,https://cf.geekdo-images.com/thumb/img/8Mr_bfi-ss8Ua6tXfC-8XdBtGTs=/fit-in/200x150/pic4291832.jpg
Dragons,80,5.5538,6.5225,240827,https://cf.geekdo-images.com/thumb/img/qxLaT5G_HDv3pSTZKio2Jwa02rY=/fit-in/200x150/pic3882683.jpg
Stretch Run,80,5.50594,5.6938699999999995,14236,https://cf.geekdo-images.com/thumb/img/lck0EANC3FonLy6N0KkhZEofb0M=/fit-in/200x150/pic184221.jpg
"Pacific Fury: Guadalcanal, 1942",80,5.598380000000001,7.375,195353,https://cf.geekdo-images.com/thumb/img/NxrSmVTUsSN4Ezqf5jcpM0XbxAw=/fit-in/200x150/pic2999397.jpg
Epic Roll,80,5.50031,5.78,175855,https://cf.geekdo-images.com/thumb/img/_P4l4oafAttbwfDgkwYKen-OArw=/fit-in/200x150/pic2476358.jpg
Count Your Chickens!,80,5.4771,5.249,94481,https://cf.geekdo-images.com/thumb/img/3yZwD56UCfJQYl5-kY336QuLgbo=/fit-in/200x150/pic964069.jpg
Yalu: The Chinese Counteroffensive in Korea: November 1950-May 1951 (second edition),80,5.59829,7.2486,43196,https://cf.geekdo-images.com/thumb/img/I_WYUH1b7xCZddcOcZSt0fMoX0w=/fit-in/200x150/pic546711.jpg
Emperor's Choice,80,5.60936,7.31112,225976,https://cf.geekdo-images.com/thumb/img/Pat3kI59RU9Oha_uT3Pz3fBQpQw=/fit-in/200x150/pic3526852.jpg
Step by Step,80,5.510269999999999,5.665,117862,https://cf.geekdo-images.com/thumb/img/5cNqf0xTtr7ADQf5UfDZ7PGdqvk=/fit-in/200x150/pic1201364.jpg
oddball Aeronauts 2: Double the Trouble,80,5.5669699999999995,6.70962,168265,https://cf.geekdo-images.com/thumb/img/t0vFpiFMC4RCEt_yL8owslqsKzE=/fit-in/200x150/pic2293879.jpg
Deus Ex Machina,80,5.5597900000000005,6.846369999999999,184800,https://cf.geekdo-images.com/thumb/img/4myXS7MSR3Y7f3ZX0n9mtZwO3HI=/fit-in/200x150/pic3018526.jpg
Droids,80,5.5061599999999995,5.61125,2337,https://cf.geekdo-images.com/thumb/img/KIYLRStEi8Q34D3ddKDyVQYAdWQ=/fit-in/200x150/pic480648.jpg
Tiffin,80,5.5197,5.8996900000000005,193029,https://cf.geekdo-images.com/thumb/img/RTXNsOc5U2McKpXWbgvO3SopLjk=/fit-in/200x150/pic2870921.jpg
Tark Mees Taskus,80,5.52147,5.93125,159865,https://cf.geekdo-images.com/thumb/img/gaojCinj9Df1yDlEjQ8YE02t5UY=/fit-in/200x150/pic2045950.jpg
"The Battle of Nations: The Encirclement at Leipzig, 16-19 October 1813",80,5.54744,6.39125,10301,https://cf.geekdo-images.com/thumb/img/XbhzvNG9gM4O_YxoufMA8D8e4LQ=/fit-in/200x150/pic55778.jpg
Soluna,80,5.53012,6.08875,131199,https://cf.geekdo-images.com/thumb/img/Na4kzOU6HqB_1PJUa9_8wYUYK3o=/fit-in/200x150/pic1428611.jpg
Monopoly: Clone Wars,80,5.48896,5.31125,38577,https://cf.geekdo-images.com/thumb/img/TZkKQk0cMxfm-J-ofcdI2tujQnE=/fit-in/200x150/pic381215.jpg
Alarm!,80,5.51647,6.04425,141980,https://cf.geekdo-images.com/thumb/img/k6JyF_sUFYGz3shhNmAWbqQ5Lg4=/fit-in/200x150/pic1752033.jpg
Dino Dice,80,5.490130000000001,5.3795,8491,https://cf.geekdo-images.com/thumb/img/QV5I2BmwVtkfTEZHRAW0fh-k458=/fit-in/200x150/pic47052.jpg
Blocks in the West,80,5.6159300000000005,8.07938,131393,https://cf.geekdo-images.com/thumb/img/dmISIDQJH9AEECCSqskl6kv0p_A=/fit-in/200x150/pic1706730.jpg
Moonstar,80,5.4766,5.14388,1714,https://cf.geekdo-images.com/thumb/img/dm0RjKNzB_V8G7TMNNzM3hIfkvA=/fit-in/200x150/pic1296897.jpg
Infinity Dungeon: Peril without End,80,5.53951,6.158440000000001,125549,https://cf.geekdo-images.com/thumb/img/eRmYKZG_ahuzfbQqTolhk2oPOgY=/fit-in/200x150/pic1547421.jpg
1347: De Nigrae Pestis Ludo,81,5.5471699999999995,6.73827,251037,https://cf.geekdo-images.com/thumb/img/A10VXDp3vr0N6YGl_2GseOIp65I=/fit-in/200x150/pic4141453.jpg
Phase Line Smash,80,5.5410900000000005,6.277,4494,https://cf.geekdo-images.com/thumb/img/HcE-lncWRoy_qQALamwNxJSn2oE=/fit-in/200x150/pic113395.jpg
Bloody Ridge,80,5.55294,6.47125,11964,https://cf.geekdo-images.com/thumb/img/mKUVBiNHUoQpPEsBPSmEVgcjJFY=/fit-in/200x150/pic433437.jpg
Terminator Genisys: The Miniatures Game – The War Against The Machine,80,5.58153,7.565,177619,https://cf.geekdo-images.com/thumb/img/gH9o6rTqIXr2Tjh1ILd-UJVydNY=/fit-in/200x150/pic2517745.jpg
duck! duck! SAFARI!,80,5.530069999999999,6.03875,54986,https://cf.geekdo-images.com/thumb/img/UeJKQEJDnjsAp52FD8xsNCRHMUQ=/fit-in/200x150/pic610408.jpg
Lose Your Shirt,80,5.5660300000000005,6.64625,2277,https://cf.geekdo-images.com/thumb/img/tKtXAO1yLIEePJUu4PR71hJssRg=/fit-in/200x150/pic49756.jpg
Survival of the Witless,80,5.43015,4.38,3547,https://cf.geekdo-images.com/thumb/img/bXfduoJc6CiMkSMEkX0FHvD9N2s=/fit-in/200x150/pic141783.jpg
"Napoleon at Bay: Defend the Gates of Paris, 1814",80,5.61785,7.6525,3050,https://cf.geekdo-images.com/thumb/img/TyPk9zszilKZ46Ha8GaCFrt873g=/fit-in/200x150/pic7868.jpg
The Great Snowball Battle,80,5.48746,5.493119999999999,149069,https://cf.geekdo-images.com/thumb/img/cwzrZVDMjZAkngcm56PvOSbZTZc=/fit-in/200x150/pic1806212.png
Combo Fighter,81,5.62199,7.9074100000000005,236305,https://cf.geekdo-images.com/thumb/img/IiPp5waDjXqkLRBQ53zejoz-66Q=/fit-in/200x150/pic4293830.png
Monopoly: Family Guy,80,5.467630000000001,5.05625,24141,https://cf.geekdo-images.com/thumb/img/zXH0SclsxGIfHNGg3q8TfYPLj5g=/fit-in/200x150/pic290059.jpg
Lamarckian Poker,80,5.55072,6.487,3270,https://cf.geekdo-images.com/thumb/img/Xin2WuZt3CYVTU02-RQ5vZcqeQc=/fit-in/200x150/pic199537.jpg
"New York, New York",80,5.5103800000000005,5.60375,856,https://cf.geekdo-images.com/thumb/img/zJ55stmarO1Am6j3wDWzrhk8Too=/fit-in/200x150/pic52116.jpg
VOLT,81,5.57449,6.9537,211454,https://cf.geekdo-images.com/thumb/img/Sgb-Ha9XUYKTKESJbhgP0ih_fd0=/fit-in/200x150/pic4216065.jpg
Back to the Future: OUTATIME,80,5.51973,6.04133,194536,https://cf.geekdo-images.com/thumb/img/IOF6S9f-ASClmnp1tLkhXoS4Pt0=/fit-in/200x150/pic3448356.jpg
Tenno,81,5.5144400000000005,5.88284,217424,https://cf.geekdo-images.com/thumb/img/DHhT3Ez62TSAAuUiM22kdjJHaGA=/fit-in/200x150/pic3327517.jpg
Sandcastles,80,5.5296,6.19187,174049,https://cf.geekdo-images.com/thumb/img/-IGffWImpNFBbll0GzjIkVqtvX8=/fit-in/200x150/pic2462003.png
Top Speed,80,5.52907,6.0102199999999995,8336,https://cf.geekdo-images.com/thumb/img/AaCBlmKJSkmfm-39CUfhvH98qCU=/fit-in/200x150/pic139575.jpg
Baby Clues,80,5.56994,6.81262,204281,https://cf.geekdo-images.com/thumb/img/c-sldPh6F8oceiZ0m69ZQZc0OFk=/fit-in/200x150/pic3145751.png
Holy War: Afghanistan,80,5.53829,6.18125,708,https://cf.geekdo-images.com/thumb/img/xlZux5kuwNpP38SU132LIQX5fwc=/fit-in/200x150/pic478683.jpg
Cephalopod,80,5.507219999999999,5.66563,22790,https://cf.geekdo-images.com/thumb/img/Ak8_F3fSs76wU5UpY2a0cjLTR-Q=/fit-in/200x150/pic122040.jpg
Hoppe Reiter,80,5.53771,6.16038,104780,https://cf.geekdo-images.com/thumb/img/ClRntQWjsCRHr5Au9oVVU6W19Sc=/fit-in/200x150/pic1126781.jpg
The Jam,80,5.4943800000000005,5.44102,103828,https://cf.geekdo-images.com/thumb/img/OqpNMyoWkzaEFh0ctS061R8mbJM=/fit-in/200x150/pic1404890.jpg
Fubi,80,5.56259,6.695,5065,https://cf.geekdo-images.com/thumb/img/HA1Hxjrh-bpuR_5GYKcsIhs_5kY=/fit-in/200x150/pic16928.jpg
Quackshot,80,5.5678,6.705,665,https://cf.geekdo-images.com/thumb/img/N3mMYIF_G_nsN-ps_2zsdnoFaL8=/fit-in/200x150/pic494812.jpg
(Your Name Here) and the Argonauts,80,5.59507,7.341,128568,https://cf.geekdo-images.com/thumb/img/C-jmtiR-tukFjN609A-jFmg8_IA=/fit-in/200x150/pic1380757.png
About Time,80,5.535909999999999,6.091880000000001,32337,https://cf.geekdo-images.com/thumb/img/1d5oJ8ThhkBMVOEcqQY3q8gpqpU=/fit-in/200x150/pic278520.jpg
Chickamauga,80,5.59662,7.29437,7382,https://cf.geekdo-images.com/thumb/img/ySstweOl3CfiIj0Zjcv2I_YLuy4=/fit-in/200x150/pic281911.jpg
Dragon Rampant: Fantasy Wargaming Rules,80,5.64243,8.09,181807,https://cf.geekdo-images.com/thumb/img/uyX_Ti-ITiB_slMmLcDKZzXo0zg=/fit-in/200x150/pic2622661.jpg
Monopoly: Nightmare Before Christmas Collector's Edition,80,5.49921,5.82875,51067,https://cf.geekdo-images.com/thumb/img/9RRF0b2tA-KXIvfa4a8yA_XV1l0=/fit-in/200x150/pic528464.jpg
The Battle of Red Cliffs,79,5.53412,6.05443,39375,https://cf.geekdo-images.com/thumb/img/X9C6neg6yHIZF1gZqhMKBedOkqo=/fit-in/200x150/pic1483525.jpg
Fram R'lyeh,79,5.54122,6.1698699999999995,180006,https://cf.geekdo-images.com/thumb/img/xcQGHGW3JUlWv7Io3PRSb9m5_s4=/fit-in/200x150/pic2575665.jpg
Pivot,79,5.48243,5.1962,1259,https://cf.geekdo-images.com/thumb/img/pKpskcb0TlkLVnlr-6-k0bDd8sw=/fit-in/200x150/pic48646.jpg
Police 07,79,5.52591,6.0076,30879,https://cf.geekdo-images.com/thumb/img/5OU2riECZsC6RB8uYfR-lyBD2qg=/fit-in/200x150/pic245608.jpg
O Último Grande Campeão,79,5.5309099999999995,6.3160099999999995,98352,https://cf.geekdo-images.com/thumb/img/jq9R3rfQ2L7Cfcnc46qET9zv6q8=/fit-in/200x150/pic1077674.jpg
Zombies!!! Roll Them Bones!,79,5.4456,4.54557,134777,https://cf.geekdo-images.com/thumb/img/hipgB1phYxm1QDAXVmaUnxHNLtk=/fit-in/200x150/pic1589942.jpg
MS Batory,79,5.53132,6.08418,233094,https://cf.geekdo-images.com/thumb/img/MPfX4slvty6OXYq8k3Ox21DfY78=/fit-in/200x150/pic3771334.jpg
Trivial Pursuit: DVD,79,5.4690900000000005,5.0,22839,https://cf.geekdo-images.com/thumb/img/x_fWdnAKoYbqBnDND-G81zeAoKU=/fit-in/200x150/pic260064.jpg
Pick the Lock,79,5.48261,5.23797,186295,https://cf.geekdo-images.com/thumb/img/AedTXX9d1r78HNgg2oTkEAWoL8Y=/fit-in/200x150/pic2712690.png
Puppet Wars Unstitched,79,5.59943,7.5917699999999995,145042,https://cf.geekdo-images.com/thumb/img/S71Ss2GxZBldpts5IN5O3omkVGo=/fit-in/200x150/pic1714927.jpg
"Warlords: China in Disarray, 1916-1950",79,5.51017,5.73418,7267,https://cf.geekdo-images.com/thumb/img/u4weVYEjjVeRDGiFxjxKV-46G9w=/fit-in/200x150/pic309953.jpg
4 the Birds,79,5.51842,5.95025,175263,https://cf.geekdo-images.com/thumb/img/bfJ2ISZG6Z0ZCdUU7yQ-FO8IfF0=/fit-in/200x150/pic3051043.png
The Rising Sun: Command at Sea Volume I,79,5.5955699999999995,7.23797,11429,https://cf.geekdo-images.com/thumb/img/eXtV8S08J4KzbnGJjz8E2Yy5yoY=/fit-in/200x150/pic308893.jpg
ORE-SOME,79,5.52682,6.23405,214970,https://cf.geekdo-images.com/thumb/img/ZQpTnEI_hKRkrGfLdzCEfmIilZE=/fit-in/200x150/pic3367274.jpg
Project Skyline,79,5.470280000000001,5.18987,25167,https://cf.geekdo-images.com/thumb/img/aXcQLyew8Pb_9HkPIRQ_LjIDJ4c=/fit-in/200x150/pic147375.jpg
Sergeants! On the Eastern Front,79,5.5316,6.08671,14523,https://cf.geekdo-images.com/thumb/img/Kzprrk0rRxJ65u9Oex2erIbmTkU=/fit-in/200x150/pic754005.jpg
What?,79,5.52042,5.86899,33208,https://cf.geekdo-images.com/thumb/img/2wUTetYqToiGdx2jo72gmkplElE=/fit-in/200x150/pic1204992.jpg
Mare Mediterraneum,79,5.56035,6.52975,6,https://cf.geekdo-images.com/thumb/img/MPGApu8bmkLesVqWpSZawq2jlLI=/fit-in/200x150/pic28424.jpg
Gazala,79,5.55959,6.5974699999999995,4960,https://cf.geekdo-images.com/thumb/img/imuIOWCDsogEELPzyZOi7hpOSWg=/fit-in/200x150/pic16466.jpg
"Bitter Victory:  The Invasion of Sicily, 1943",79,5.53149,6.06709,24013,https://cf.geekdo-images.com/thumb/img/H8KqBhUpeNe5I8hHc9SDfTGtMCA=/fit-in/200x150/pic1906651.jpg
GodZ,79,5.52672,5.92658,160550,https://cf.geekdo-images.com/thumb/img/Ae3vsGeH_KCBiJqlQPL5M8CIQh4=/fit-in/200x150/pic2043974.jpg
